id_transaccion,id_cliente_origen,id_cliente_destino,tipo_transaccion,monto,fecha_hora,etiqueta_lavado,nombre_cliente,ocupacion,cluster_comportamiento,sospechoso_ml
TX-0005513,CLI-00845,SISTEMA,DEPOSITO_EFECTIVO,4980.22,2026-05-22 05:42:22,0,Ing. Carlos Alvarado,Empresario / Comerciante,4,1
TX-0022876,CLI-03535,SISTEMA,DEPOSITO_EFECTIVO,4974.97,2026-05-22 06:05:22,0,Ángela Leonor Hurtado,Empresario / Comerciante,4,1
TX-0007710,CLI-01185,SISTEMA,DEPOSITO_EFECTIVO,11901.69,2026-05-22 07:42:22,0,Renato Ramos,Empresario / Comerciante,4,1
TX-0024358,CLI-03760,SISTEMA,DEPOSITO_EFECTIVO,9130.91,2026-05-22 08:35:22,0,Claudio Sergio Granado Sosa,Empresario / Comerciante,4,1
TX-0001071,CLI-00162,SISTEMA,DEPOSITO_EFECTIVO,14975.27,2026-05-22 10:49:22,0,Jerónimo Ramón Chavarría Rentería,Profesionista Independiente,4,1
TX-0027621,CLI-04256,SISTEMA,DEPOSITO_EFECTIVO,18327.4,2026-05-22 12:10:22,0,Ana Leiva Mesa,Empresario / Comerciante,4,1
TX-0002789,CLI-00422,SISTEMA,DEPOSITO_EFECTIVO,19183.07,2026-05-22 12:16:22,0,Teresa Patiño Sierra,Empresario / Comerciante,4,1
TX-0016263,CLI-02516,SISTEMA,DEPOSITO_EFECTIVO,18188.02,2026-05-22 14:15:22,0,Angélica Garica Gómez,Empresario / Comerciante,4,1
TX-0028158,CLI-04334,SISTEMA,DEPOSITO_EFECTIVO,33815.38,2026-05-22 14:22:22,0,René Acuña,Empresario / Comerciante,4,1
TX-0011753,CLI-01814,SISTEMA,DEPOSITO_EFECTIVO,3897.65,2026-05-22 17:09:22,0,Abril Gurule,Empresario / Comerciante,4,1
TX-0021356,CLI-03300,SISTEMA,DEPOSITO_EFECTIVO,18849.5,2026-05-22 21:25:22,0,Indira Oquendo,Empresario / Comerciante,4,1
TX-0003341,CLI-00505,SISTEMA,DEPOSITO_EFECTIVO,43325.23,2026-05-22 23:07:22,0,Violeta Nancy Tijerina Estrada,Empresario / Comerciante,4,1
TX-0026813,CLI-04129,SISTEMA,DEPOSITO_EFECTIVO,24514.96,2026-05-23 03:42:22,0,Laura Vega,Empresario / Comerciante,4,1
TX-0009512,CLI-01462,SISTEMA,DEPOSITO_EFECTIVO,29252.45,2026-05-23 04:33:22,0,Julio César Jorge Luis Quintero,Empresario / Comerciante,4,1
TX-0016205,CLI-02508,SISTEMA,DEPOSITO_EFECTIVO,12781.28,2026-05-23 06:51:22,0,Beatriz Berta Puente,Empresario / Comerciante,4,1
TX-0016900,CLI-02617,SISTEMA,DEPOSITO_EFECTIVO,17087.76,2026-05-23 08:38:22,0,Jonás Rodarte Gamboa,Empresario / Comerciante,4,1
TX-0000346,CLI-00053,SISTEMA,DEPOSITO_EFECTIVO,35606.13,2026-05-23 12:11:22,0,Beatriz Cornejo,Empresario / Comerciante,4,1
TX-0023014,CLI-03556,SISTEMA,DEPOSITO_EFECTIVO,4449.04,2026-05-23 12:49:22,0,Amanda Porras Rocha,Empresario / Comerciante,4,1
TX-0010212,CLI-01570,SISTEMA,DEPOSITO_EFECTIVO,16759.6,2026-05-23 12:49:22,0,Ing. Jerónimo Ontiveros,Empresario / Comerciante,4,1
TX-0028619,CLI-04405,SISTEMA,DEPOSITO_EFECTIVO,5197.37,2026-05-23 15:45:22,0,Wendolin Camila Calvillo Muñoz,Empresario / Comerciante,4,1
TX-0020851,CLI-03229,SISTEMA,DEPOSITO_EFECTIVO,3768.21,2026-05-23 16:35:22,0,Isabel Merino Pulido,Empresario / Comerciante,4,1
TX-0006542,CLI-01008,SISTEMA,DEPOSITO_EFECTIVO,20590.72,2026-05-23 17:37:22,0,Alfonso Saldaña,Empresario / Comerciante,4,1
TX-0028914,CLI-04452,SISTEMA,DEPOSITO_EFECTIVO,3398.47,2026-05-23 22:25:22,0,María Cristina Verdugo Rico,Empresario / Comerciante,4,1
TX-0030045,CLI-04629,SISTEMA,DEPOSITO_EFECTIVO,36506.91,2026-05-23 22:43:22,0,Eloy Uriel Sarabia Morales,Empresario / Comerciante,4,1
TX-0030995,CLI-04770,SISTEMA,DEPOSITO_EFECTIVO,9620.96,2026-05-23 22:53:22,0,Mónica Narváez Montaño,Empresario / Comerciante,4,1
TX-0011878,CLI-01829,SISTEMA,DEPOSITO_EFECTIVO,12472.07,2026-05-23 23:05:22,0,Sr. Ignacio Fierro,Empresario / Comerciante,4,1
TX-0024598,CLI-03796,SISTEMA,DEPOSITO_EFECTIVO,27311.88,2026-05-23 23:17:22,0,Carlota Trujillo Ulloa,Empresario / Comerciante,4,1
TX-0030179,CLI-04649,SISTEMA,DEPOSITO_EFECTIVO,14103.63,2026-05-24 03:17:22,0,Manuel Esquivel Laboy,Empresario / Comerciante,4,1
TX-0030277,CLI-04665,SISTEMA,DEPOSITO_EFECTIVO,28179.88,2026-05-24 03:44:22,0,Francisco Javier Ignacio de la Rosa,Empresario / Comerciante,4,1
TX-0024376,CLI-03763,SISTEMA,DEPOSITO_EFECTIVO,16363.82,2026-05-24 04:06:22,0,Mariano Munguía Valle,Empresario / Comerciante,4,1
TX-0012101,CLI-01867,SISTEMA,DEPOSITO_EFECTIVO,16225.33,2026-05-24 04:33:22,0,Irene Zedillo,Profesionista Independiente,4,1
TX-0006312,CLI-00972,SISTEMA,DEPOSITO_EFECTIVO,1736.19,2026-05-24 04:46:22,0,Marco Antonio Isaac Jurado Partida,Empresario / Comerciante,4,1
TX-0023147,CLI-03576,SISTEMA,DEPOSITO_EFECTIVO,6355.38,2026-05-24 05:11:22,0,Rebeca Guzmán Tamayo,Empresario / Comerciante,4,1
TX-0021764,CLI-03364,SISTEMA,DEPOSITO_EFECTIVO,5760.24,2026-05-24 06:16:22,0,Blanca Olga Zavala Casares,Empresario / Comerciante,4,1
TX-0022857,CLI-03532,SISTEMA,DEPOSITO_EFECTIVO,3463.53,2026-05-24 07:35:22,0,Karina Francisca Burgos,Profesionista Independiente,4,1
TX-0019574,CLI-03035,SISTEMA,DEPOSITO_EFECTIVO,2233.9,2026-05-24 07:46:22,0,Ing. Paulina Soria,Empresario / Comerciante,4,1
TX-0004537,CLI-00695,SISTEMA,DEPOSITO_EFECTIVO,19676.05,2026-05-24 08:19:22,0,Emiliano Gómez Limón,Empresario / Comerciante,4,1
TX-0015518,CLI-02402,SISTEMA,DEPOSITO_EFECTIVO,11989.54,2026-05-24 09:30:22,0,Dra. Natividad Rivero,Empresario / Comerciante,4,1
TX-0022999,CLI-03553,SISTEMA,DEPOSITO_EFECTIVO,18846.01,2026-05-24 09:39:22,0,Ing. Leonardo Guajardo,Empresario / Comerciante,4,1
TX-0027458,CLI-04233,SISTEMA,DEPOSITO_EFECTIVO,27410.76,2026-05-24 10:53:22,0,Leonel Naranjo,Empresario / Comerciante,4,1
TX-0023791,CLI-03677,SISTEMA,DEPOSITO_EFECTIVO,27287.21,2026-05-24 11:14:22,0,Mateo Alonso,Empresario / Comerciante,4,1
TX-0011615,CLI-01791,SISTEMA,DEPOSITO_EFECTIVO,12429.65,2026-05-24 13:00:22,0,Yeni Mariana Lovato Menéndez,Empresario / Comerciante,4,1
TX-0003690,CLI-00558,SISTEMA,DEPOSITO_EFECTIVO,4884.47,2026-05-24 13:03:22,0,Alberto Óliver Vigil,Empresario / Comerciante,4,1
TX-0031662,CLI-04869,SISTEMA,DEPOSITO_EFECTIVO,6657.67,2026-05-24 13:15:22,0,Bruno Caraballo Naranjo,Empresario / Comerciante,4,1
TX-0026690,CLI-04108,SISTEMA,DEPOSITO_EFECTIVO,13185.84,2026-05-24 13:29:22,0,Sra. Marisela Mares,Empresario / Comerciante,4,1
TX-0024962,CLI-03852,SISTEMA,DEPOSITO_EFECTIVO,5346.58,2026-05-24 13:46:22,0,Sr. Miguel Ángel Valentín,Empresario / Comerciante,4,1
TX-0008536,CLI-01310,SISTEMA,DEPOSITO_EFECTIVO,37036.95,2026-05-24 13:51:22,0,Jerónimo Rolando Quiroz Cordero,Empresario / Comerciante,4,1
TX-0027429,CLI-04228,SISTEMA,DEPOSITO_EFECTIVO,6317.38,2026-05-24 14:07:22,0,Rosario Wendolin Valenzuela Mojica,Profesionista Independiente,4,1
TX-0012941,CLI-02001,SISTEMA,DEPOSITO_EFECTIVO,9517.07,2026-05-24 15:03:22,0,Gilberto Rufino González,Empresario / Comerciante,4,1
TX-0028028,CLI-04316,SISTEMA,DEPOSITO_EFECTIVO,9255.94,2026-05-24 15:07:22,0,Mario Quesada,Profesionista Independiente,4,1
TX-0021884,CLI-03382,SISTEMA,DEPOSITO_EFECTIVO,28600.78,2026-05-24 15:16:22,0,Micaela Elisa Lozada Aguilar,Empresario / Comerciante,4,1
TX-0025524,CLI-03938,SISTEMA,DEPOSITO_EFECTIVO,22354.49,2026-05-24 16:52:22,0,Srita. Ivonne Berríos,Empresario / Comerciante,4,1
TX-0004118,CLI-00630,SISTEMA,DEPOSITO_EFECTIVO,35782.15,2026-05-24 17:10:22,0,Miguel Rufino Alva Arroyo,Empresario / Comerciante,4,1
TX-0005258,CLI-00810,SISTEMA,DEPOSITO_EFECTIVO,20824.57,2026-05-24 20:31:22,0,Ing. Asunción Delgadillo,Empresario / Comerciante,4,1
TX-0021468,CLI-03319,SISTEMA,DEPOSITO_EFECTIVO,16234.22,2026-05-24 22:19:22,0,Octavio Raúl Ceballos,Empresario / Comerciante,4,1
TX-0023063,CLI-03563,SISTEMA,DEPOSITO_EFECTIVO,8861.71,2026-05-24 22:37:22,0,Reynaldo Claudio Montero Vargas,Empresario / Comerciante,4,1
TX-0013369,CLI-02072,SISTEMA,DEPOSITO_EFECTIVO,5007.27,2026-05-24 23:19:22,0,Dra. Pamela Maya,Empresario / Comerciante,4,1
TX-0006670,CLI-01028,SISTEMA,DEPOSITO_EFECTIVO,13989.09,2026-05-25 00:51:22,0,Natividad Nieto,Empresario / Comerciante,4,1
TX-0010668,CLI-01643,SISTEMA,DEPOSITO_EFECTIVO,17051.7,2026-05-25 03:39:22,0,Raquel Orosco,Empresario / Comerciante,4,1
TX-0023954,CLI-03700,SISTEMA,DEPOSITO_EFECTIVO,26649.61,2026-05-25 04:04:22,0,Dr. Cornelio Rosado,Empresario / Comerciante,4,1
TX-0025364,CLI-03915,SISTEMA,DEPOSITO_EFECTIVO,32915.68,2026-05-25 06:39:22,0,Ing. Luz Ulibarri,Empresario / Comerciante,4,1
TX-0011193,CLI-01724,SISTEMA,DEPOSITO_EFECTIVO,14382.4,2026-05-25 06:56:22,0,Timoteo Lucas Hernández Aragón,Empresario / Comerciante,4,1
TX-0000198,CLI-00030,SISTEMA,DEPOSITO_EFECTIVO,1811.68,2026-05-25 08:09:22,0,Fabiola Graciela Ramón Mares,Empresario / Comerciante,4,1
TX-0009194,CLI-01413,SISTEMA,DEPOSITO_EFECTIVO,936.76,2026-05-25 08:38:22,0,Elvira Natalia Guerra Orellana,Empresario / Comerciante,4,1
TX-0016838,CLI-02609,SISTEMA,DEPOSITO_EFECTIVO,18894.09,2026-05-25 08:49:22,0,Ing. Carla Abrego,Empresario / Comerciante,4,1
TX-0003211,CLI-00486,SISTEMA,DEPOSITO_EFECTIVO,24654.16,2026-05-25 10:05:22,0,Mauro Rentería Villanueva,Empresario / Comerciante,4,1
TX-0016036,CLI-02480,SISTEMA,DEPOSITO_EFECTIVO,15090.62,2026-05-25 11:12:22,0,Ing. Hilda Villa,Empresario / Comerciante,4,1
TX-0004090,CLI-00625,SISTEMA,DEPOSITO_EFECTIVO,11471.32,2026-05-25 14:12:22,0,Mayte Nancy Estrada,Empresario / Comerciante,4,1
TX-0004534,CLI-00695,SISTEMA,DEPOSITO_EFECTIVO,15793.74,2026-05-25 14:48:22,0,Emiliano Gómez Limón,Empresario / Comerciante,4,1
TX-0017007,CLI-02635,SISTEMA,DEPOSITO_EFECTIVO,3996.34,2026-05-25 19:03:22,0,José Carlos Armando Valdés Meléndez,Empresario / Comerciante,4,1
TX-0013291,CLI-02057,SISTEMA,DEPOSITO_EFECTIVO,9968.5,2026-05-25 19:37:22,0,Aida Ofelia Guardado Madrid,Empresario / Comerciante,4,1
TX-0032148,CLI-04939,SISTEMA,DEPOSITO_EFECTIVO,7416.03,2026-05-25 19:55:22,0,Noelia Florencia Bañuelos,Empresario / Comerciante,4,1
TX-0030800,CLI-04739,SISTEMA,DEPOSITO_EFECTIVO,16500.16,2026-05-25 20:25:22,0,Omar Espartaco Borrego,Empresario / Comerciante,4,1
TX-0028393,CLI-04369,SISTEMA,DEPOSITO_EFECTIVO,23391.95,2026-05-25 20:58:22,0,Dr. Abelardo Leyva,Empresario / Comerciante,4,1
TX-0009798,CLI-01504,SISTEMA,DEPOSITO_EFECTIVO,3685.0,2026-05-25 21:44:22,0,Aurelio Tomás Hernández,Empresario / Comerciante,4,1
TX-0018707,CLI-02894,SISTEMA,DEPOSITO_EFECTIVO,16073.49,2026-05-25 22:40:22,0,Rubén Casillas Uribe,Empresario / Comerciante,4,1
TX-0026914,CLI-04148,SISTEMA,DEPOSITO_EFECTIVO,11264.74,2026-05-26 00:57:22,0,Ing. Francisco Samaniego,Empresario / Comerciante,4,1
TX-0028389,CLI-04369,SISTEMA,DEPOSITO_EFECTIVO,20507.83,2026-05-26 02:45:22,0,Dr. Abelardo Leyva,Empresario / Comerciante,4,1
TX-0003247,CLI-00492,SISTEMA,DEPOSITO_EFECTIVO,20660.73,2026-05-26 03:19:22,0,Sra. Isabel Flores,Empresario / Comerciante,4,1
TX-0025542,CLI-03941,SISTEMA,DEPOSITO_EFECTIVO,32977.11,2026-05-26 03:26:22,0,Ana Paulina Escobar Carmona,Empresario / Comerciante,4,1
TX-0000312,CLI-00047,SISTEMA,DEPOSITO_EFECTIVO,9501.24,2026-05-26 04:26:22,0,Dulce Marisol Téllez,Empresario / Comerciante,4,1
TX-0001955,CLI-00294,SISTEMA,DEPOSITO_EFECTIVO,4645.82,2026-05-26 09:09:22,0,Diana Solorzano,Empresario / Comerciante,4,1
TX-0025866,CLI-03990,SISTEMA,DEPOSITO_EFECTIVO,29497.31,2026-05-26 09:42:22,0,Patricia Calvillo Acevedo,Empresario / Comerciante,4,1
TX-0023862,CLI-03687,SISTEMA,DEPOSITO_EFECTIVO,12568.0,2026-05-26 12:27:22,0,Omar Modesto Badillo León,Empresario / Comerciante,4,1
TX-0022279,CLI-03445,SISTEMA,DEPOSITO_EFECTIVO,46367.26,2026-05-26 12:48:22,0,Sara Palacios,Empresario / Comerciante,4,1
TX-0027541,CLI-04246,SISTEMA,DEPOSITO_EFECTIVO,32440.26,2026-05-26 13:54:22,0,Aldo Luis Manuel Ontiveros,Empresario / Comerciante,4,1
TX-0007950,CLI-01223,SISTEMA,DEPOSITO_EFECTIVO,38152.63,2026-05-26 14:23:22,0,Luis Manuel Gilberto Nazario Farías,Empresario / Comerciante,4,1
TX-0019009,CLI-02940,SISTEMA,DEPOSITO_EFECTIVO,10584.96,2026-05-26 17:43:22,0,Oswaldo Darío Olivares Baca,Empresario / Comerciante,4,1
TX-0011876,CLI-01829,SISTEMA,DEPOSITO_EFECTIVO,10767.78,2026-05-26 20:11:22,0,Sr. Ignacio Fierro,Empresario / Comerciante,4,1
TX-0032132,CLI-04937,SISTEMA,DEPOSITO_EFECTIVO,22065.2,2026-05-26 22:44:22,0,Modesto Juan Gaona,Empresario / Comerciante,4,1
TX-0023124,CLI-03573,SISTEMA,DEPOSITO_EFECTIVO,4512.43,2026-05-26 22:52:22,0,Graciela Sandra Ayala Núñez,Empresario / Comerciante,4,1
TX-0006444,CLI-00993,SISTEMA,DEPOSITO_EFECTIVO,32896.85,2026-05-27 00:12:22,0,Elvia Espinal Iglesias,Empresario / Comerciante,4,1
TX-0009549,CLI-01467,SISTEMA,DEPOSITO_EFECTIVO,30917.34,2026-05-27 00:20:22,0,Emiliano Vicente Archuleta Ulloa,Empresario / Comerciante,4,1
TX-0005988,CLI-00921,SISTEMA,DEPOSITO_EFECTIVO,22385.81,2026-05-27 00:32:22,0,Rubén Alfonso Vigil Portillo,Empresario / Comerciante,4,1
TX-0017059,CLI-02642,SISTEMA,DEPOSITO_EFECTIVO,25625.32,2026-05-27 01:09:22,0,Mateo Rosado,Empresario / Comerciante,4,1
TX-0020220,CLI-03137,SISTEMA,DEPOSITO_EFECTIVO,4147.96,2026-05-27 02:05:22,0,Luz Sofía Cintrón Gracia,Empresario / Comerciante,4,1
TX-0024493,CLI-03780,SISTEMA,DEPOSITO_EFECTIVO,2158.39,2026-05-27 02:36:22,0,Lic. Timoteo Benítez,Empresario / Comerciante,4,1
TX-0011436,CLI-01763,SISTEMA,DEPOSITO_EFECTIVO,3088.85,2026-05-27 02:49:22,0,Abigail Franco,Empresario / Comerciante,4,1
TX-0020238,CLI-03139,SISTEMA,DEPOSITO_EFECTIVO,14242.21,2026-05-27 06:43:22,0,Abraham Bueno,Empresario / Comerciante,4,1
TX-0019022,CLI-02943,SISTEMA,DEPOSITO_EFECTIVO,17431.84,2026-05-27 10:53:22,0,Silvano Lorenzo Noriega,Empresario / Comerciante,4,1
TX-0011281,CLI-01737,SISTEMA,DEPOSITO_EFECTIVO,10295.15,2026-05-27 13:48:22,0,Hilda Báez,Empresario / Comerciante,4,1
TX-0023790,CLI-03677,SISTEMA,DEPOSITO_EFECTIVO,8259.35,2026-05-27 14:21:22,0,Mateo Alonso,Empresario / Comerciante,4,1
TX-0019792,CLI-03068,SISTEMA,DEPOSITO_EFECTIVO,19774.45,2026-05-27 16:29:22,0,Sra. Fabiola Rendón,Empresario / Comerciante,4,1
TX-0029656,CLI-04566,SISTEMA,DEPOSITO_EFECTIVO,14182.29,2026-05-27 18:34:22,0,Pablo Fuentes,Empresario / Comerciante,4,1
TX-0030666,CLI-04721,SISTEMA,DEPOSITO_EFECTIVO,12083.98,2026-05-27 20:16:22,0,Julio Juan Carlos Navarro del Valle,Empresario / Comerciante,4,1
TX-0030740,CLI-04730,SISTEMA,DEPOSITO_EFECTIVO,21178.62,2026-05-27 21:29:22,0,Eloy Óliver Ontiveros,Empresario / Comerciante,4,1
TX-0020264,CLI-03143,SISTEMA,DEPOSITO_EFECTIVO,16053.24,2026-05-27 22:15:22,0,Ing. Soledad Merino,Empresario / Comerciante,4,1
TX-0004634,CLI-00714,SISTEMA,DEPOSITO_EFECTIVO,32995.55,2026-05-27 22:17:22,0,Elvira María Luisa Cervantes,Empresario / Comerciante,4,1
TX-0016362,CLI-02534,SISTEMA,DEPOSITO_EFECTIVO,2891.42,2026-05-28 00:01:22,0,Araceli Micaela Bernal,Empresario / Comerciante,4,1
TX-0013677,CLI-02120,SISTEMA,DEPOSITO_EFECTIVO,8273.89,2026-05-28 00:16:22,0,Socorro Irizarry,Empresario / Comerciante,4,1
TX-0004632,CLI-00714,SISTEMA,DEPOSITO_EFECTIVO,8161.91,2026-05-28 00:40:22,0,Elvira María Luisa Cervantes,Empresario / Comerciante,4,1
TX-0007368,CLI-01137,SISTEMA,DEPOSITO_EFECTIVO,34701.28,2026-05-28 00:55:22,0,Sra. Luz Heredia,Empresario / Comerciante,4,1
TX-0007246,CLI-01120,SISTEMA,DEPOSITO_EFECTIVO,6918.05,2026-05-28 01:05:22,0,Ignacio Rivero,Empresario / Comerciante,4,1
TX-0004800,CLI-00742,SISTEMA,DEPOSITO_EFECTIVO,6826.45,2026-05-28 01:28:22,0,Marcela Clara Vera,Empresario / Comerciante,4,1
TX-0018513,CLI-02863,SISTEMA,DEPOSITO_EFECTIVO,2470.72,2026-05-28 01:38:22,0,René Salgado Amaya,Empresario / Comerciante,4,1
TX-0012448,CLI-01921,SISTEMA,DEPOSITO_EFECTIVO,9946.72,2026-05-28 01:52:22,0,Raúl Julio Serrano,Empresario / Comerciante,4,1
TX-0028056,CLI-04321,SISTEMA,DEPOSITO_EFECTIVO,12689.08,2026-05-28 03:15:22,0,José Carlos Pedro Alcala,Empresario / Comerciante,4,1
TX-0007566,CLI-01165,SISTEMA,DEPOSITO_EFECTIVO,22978.72,2026-05-28 03:46:22,0,Srita. Elvira Moya,Empresario / Comerciante,4,1
TX-0018475,CLI-02858,SISTEMA,DEPOSITO_EFECTIVO,15347.42,2026-05-28 05:07:22,0,Sonia Leal Muñiz,Profesionista Independiente,4,1
TX-0009078,CLI-01395,SISTEMA,DEPOSITO_EFECTIVO,27014.5,2026-05-28 05:24:22,0,Cynthia Lemus Linares,Empresario / Comerciante,4,1
TX-0012174,CLI-01880,SISTEMA,DEPOSITO_EFECTIVO,24868.78,2026-05-28 06:57:22,0,Clara Citlali Solano Córdova,Empresario / Comerciante,4,1
TX-0030173,CLI-04649,SISTEMA,DEPOSITO_EFECTIVO,10192.12,2026-05-28 07:45:22,0,Manuel Esquivel Laboy,Empresario / Comerciante,4,1
TX-0012835,CLI-01984,SISTEMA,DEPOSITO_EFECTIVO,31323.81,2026-05-28 07:57:22,0,Leonor Luz Olvera Rivera,Empresario / Comerciante,4,1
TX-0010076,CLI-01547,SISTEMA,DEPOSITO_EFECTIVO,8937.51,2026-05-28 08:18:22,0,Ángel Alcaraz Valdés,Profesionista Independiente,4,1
TX-0025074,CLI-03869,SISTEMA,DEPOSITO_EFECTIVO,12567.73,2026-05-28 09:58:22,0,Luis Miguel Rolando Venegas Badillo,Empresario / Comerciante,4,1
TX-0027371,CLI-04220,SISTEMA,DEPOSITO_EFECTIVO,1779.11,2026-05-28 10:02:22,0,Juana Collado Lugo,Empresario / Comerciante,4,1
TX-0017948,CLI-02776,SISTEMA,DEPOSITO_EFECTIVO,29770.08,2026-05-28 10:37:22,0,Ramón Sáenz,Empresario / Comerciante,4,1
TX-0018508,CLI-02863,SISTEMA,DEPOSITO_EFECTIVO,582.57,2026-05-28 12:35:22,0,René Salgado Amaya,Empresario / Comerciante,4,1
TX-0022858,CLI-03532,SISTEMA,DEPOSITO_EFECTIVO,9698.28,2026-05-28 13:43:22,0,Karina Francisca Burgos,Profesionista Independiente,4,1
TX-0007012,CLI-01082,SISTEMA,DEPOSITO_EFECTIVO,8324.66,2026-05-28 16:40:22,0,Sra. Francisca Sánchez,Empresario / Comerciante,4,1
TX-0006337,CLI-00976,SISTEMA,DEPOSITO_EFECTIVO,16071.89,2026-05-28 17:00:22,0,Eugenio Linares Gutiérrez,Empresario / Comerciante,4,1
TX-0010156,CLI-01560,SISTEMA,DEPOSITO_EFECTIVO,15430.34,2026-05-28 17:03:22,0,Estela Escobar,Empresario / Comerciante,4,1
TX-0025929,CLI-03998,SISTEMA,DEPOSITO_EFECTIVO,5292.28,2026-05-28 17:33:22,0,Ing. Rocío Gallardo,Empresario / Comerciante,4,1
TX-0008613,CLI-01322,SISTEMA,DEPOSITO_EFECTIVO,26895.12,2026-05-28 17:47:22,0,Sofía Leticia Alfaro Terrazas,Empresario / Comerciante,4,1
TX-0021417,CLI-03311,SISTEMA,DEPOSITO_EFECTIVO,25918.34,2026-05-28 17:52:22,0,Karla Burgos Llamas,Empresario / Comerciante,4,1
TX-0006903,CLI-01064,SISTEMA,DEPOSITO_EFECTIVO,32228.42,2026-05-28 17:59:22,0,Reynaldo Orozco,Empresario / Comerciante,4,1
TX-0020937,CLI-03241,SISTEMA,DEPOSITO_EFECTIVO,2967.88,2026-05-28 18:40:22,0,Caridad Leonor Sepúlveda,Empresario / Comerciante,4,1
TX-0009882,CLI-01516,SISTEMA,DEPOSITO_EFECTIVO,23996.7,2026-05-28 19:48:22,0,Salvador Esparza,Empresario / Comerciante,4,1
TX-0001072,CLI-00162,SISTEMA,DEPOSITO_EFECTIVO,16502.37,2026-05-28 20:09:22,0,Jerónimo Ramón Chavarría Rentería,Profesionista Independiente,4,1
TX-0013709,CLI-02125,SISTEMA,DEPOSITO_EFECTIVO,25378.22,2026-05-28 21:10:22,0,Santiago Gonzalo Elizondo,Empresario / Comerciante,4,1
TX-0021465,CLI-03319,SISTEMA,DEPOSITO_EFECTIVO,13133.86,2026-05-28 22:13:22,0,Octavio Raúl Ceballos,Empresario / Comerciante,4,1
TX-0030669,CLI-04721,SISTEMA,DEPOSITO_EFECTIVO,12364.45,2026-05-28 22:57:22,0,Julio Juan Carlos Navarro del Valle,Empresario / Comerciante,4,1
TX-0017213,CLI-02668,SISTEMA,DEPOSITO_EFECTIVO,13778.17,2026-05-29 06:14:22,0,Rolando Gamez,Empresario / Comerciante,4,1
TX-0003204,CLI-00486,SISTEMA,DEPOSITO_EFECTIVO,3116.24,2026-05-29 07:45:22,0,Mauro Rentería Villanueva,Empresario / Comerciante,4,1
TX-0023202,CLI-03585,SISTEMA,DEPOSITO_EFECTIVO,5972.99,2026-05-29 11:00:22,0,Victoria Nelly Sevilla,Empresario / Comerciante,4,1
TX-0015513,CLI-02401,SISTEMA,DEPOSITO_EFECTIVO,1290.83,2026-05-29 12:04:22,0,Ofelia Avilés Palomo,Empresario / Comerciante,4,1
TX-0013680,CLI-02120,SISTEMA,DEPOSITO_EFECTIVO,9183.12,2026-05-29 13:29:22,0,Socorro Irizarry,Empresario / Comerciante,4,1
TX-0004475,CLI-00684,SISTEMA,DEPOSITO_EFECTIVO,4067.43,2026-05-29 14:06:22,0,Esparta Munguía,Empresario / Comerciante,4,1
TX-0013108,CLI-02027,SISTEMA,DEPOSITO_EFECTIVO,22284.8,2026-05-29 15:04:22,0,Ing. Ruby Arreola,Empresario / Comerciante,4,1
TX-0011429,CLI-01762,SISTEMA,DEPOSITO_EFECTIVO,4496.16,2026-05-29 16:59:22,0,Lic. Victoria Lemus,Empresario / Comerciante,4,1
TX-0018060,CLI-02794,SISTEMA,DEPOSITO_EFECTIVO,30295.31,2026-05-29 19:11:22,0,Arturo Gutiérrez Segovia,Empresario / Comerciante,4,1
TX-0027367,CLI-04220,SISTEMA,DEPOSITO_EFECTIVO,1060.7,2026-05-29 20:03:22,0,Juana Collado Lugo,Empresario / Comerciante,4,1
TX-0015515,CLI-02401,SISTEMA,DEPOSITO_EFECTIVO,569.55,2026-05-29 20:05:22,0,Ofelia Avilés Palomo,Empresario / Comerciante,4,1
TX-0031872,CLI-04898,SISTEMA,DEPOSITO_EFECTIVO,13035.99,2026-05-29 20:09:22,0,Aurora Sessa Alemán,Empresario / Comerciante,4,1
TX-0026837,CLI-04134,SISTEMA,DEPOSITO_EFECTIVO,6854.34,2026-05-29 22:58:22,0,Fabiola Nieves Bermúdez,Empresario / Comerciante,4,1
TX-0009476,CLI-01457,SISTEMA,DEPOSITO_EFECTIVO,15303.12,2026-05-29 23:32:22,0,Teodoro Iván Quesada,Empresario / Comerciante,4,1
TX-0021360,CLI-03300,SISTEMA,DEPOSITO_EFECTIVO,18007.12,2026-05-30 00:50:22,0,Indira Oquendo,Empresario / Comerciante,4,1
TX-0028390,CLI-04369,SISTEMA,DEPOSITO_EFECTIVO,1957.52,2026-05-30 00:55:22,0,Dr. Abelardo Leyva,Empresario / Comerciante,4,1
TX-0010848,CLI-01671,SISTEMA,DEPOSITO_EFECTIVO,21478.88,2026-05-30 01:40:22,0,Srita. Dalia Patiño,Empresario / Comerciante,4,1
TX-0021787,CLI-03367,SISTEMA,DEPOSITO_EFECTIVO,9914.89,2026-05-30 03:35:22,0,Celia Benavides,Empresario / Comerciante,4,1
TX-0010217,CLI-01570,SISTEMA,DEPOSITO_EFECTIVO,26237.84,2026-05-30 04:04:22,0,Ing. Jerónimo Ontiveros,Empresario / Comerciante,4,1
TX-0022136,CLI-03422,SISTEMA,DEPOSITO_EFECTIVO,21363.88,2026-05-30 07:00:22,0,Silvano Israel Muñoz Nava,Empresario / Comerciante,4,1
