id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema,monto_efectivo_recibido,monto_enviado,inconsistencia_efectivo,inconsistencia_salidas,cluster_comportamiento,sospechoso_ml
CLI-01006,Dr. Tomás Solano,Jubilado,7530.52,Bajo,2025-08-03,2093.59,14783.68,0.2780140016891264,7.061401707115529,0,0
CLI-01007,Adela Blanca Torres,Jubilado,8751.82,Bajo,2026-05-02,3107.94,8753.39,0.35511927804730903,2.8164604207288426,0,0
CLI-01008,Alfonso Saldaña,Empresario / Comerciante,150851.11,Alto,2024-04-18,38906.66,82228.18000000001,0.2579143103421646,2.113473117455983,4,1
CLI-01009,Margarita Anabel Olvera Arroyo,Jubilado,8636.37,Bajo,2026-01-15,5501.610000000001,12771.42,0.637028056926695,2.321396827474139,0,0
CLI-01010,Abraham Laboy,Jubilado,13845.18,Bajo,2023-07-25,3815.79,12843.68,0.2756042174966306,3.3659294667683497,0,0
CLI-01011,Iván Amador Muñoz,Estudiante,2771.98,Bajo,2026-03-06,0.0,2187.9,0.0,0.0,0,0
CLI-01012,Dr. Tomás Laboy,Estudiante,4363.42,Bajo,2023-06-16,643.8,4231.96,0.14754481576378162,6.57340789064927,0,0
CLI-01013,Cristal Negrón Vázquez,Profesionista Independiente,40102.43,Medio,2024-06-10,15164.300000000001,27542.980000000003,0.37813918009457287,1.8163040826150896,0,0
CLI-01014,Amalia Juana Alva,Profesionista Independiente,48973.43,Medio,2024-08-18,7330.3,23936.54,0.1496791219238677,3.2654243346111347,0,0
CLI-01015,Sr. Timoteo Baeza,Empleado Sector Privado,31881.28,Medio,2023-10-28,263.44,10685.67,0.008263156309909765,40.562063467962346,0,0
CLI-01016,Dr. Isaac Avilés,Empresario / Comerciante,150015.58,Alto,2024-03-10,18843.36,115033.07999999999,0.12560935337516277,6.104701072420204,4,1
CLI-01017,Noemí Linares,Estudiante,2233.48,Bajo,2025-08-31,0.0,3837.88,0.0,0.0,0,0
CLI-01018,Patricio Mario Curiel,Desempleado,1332.16,Alto,2025-04-04,470.23,2281.26,0.3529831251501321,4.851370605873722,0,0
CLI-01019,Srita. Eloisa Caballero,Empresario / Comerciante,153866.54,Alto,2025-12-01,68466.64,261580.15,0.4449741964692258,3.820548956396867,1,0
CLI-01020,Serafín Ferrer Saldivar,Empleado Sector Privado,32006.6,Medio,2024-11-28,9133.9,31795.22,0.28537551629976315,3.4810124919256835,0,0
CLI-01021,Vanesa Eva Montenegro,Jubilado,6817.15,Bajo,2023-12-11,1182.65,4256.76,0.1734815868801479,3.599340464211728,0,0
CLI-01022,Lic. Timoteo Santacruz,Jubilado,9140.89,Bajo,2026-05-17,955.96,13606.57,0.10458062617535055,14.23340934767145,0,0
CLI-01023,Jacinto Mariano Mesa Bonilla,Empresario / Comerciante,248123.15,Alto,2024-12-23,111578.88999999998,351336.87,0.44969157452660097,3.148775453851531,1,0
CLI-01024,Aldo Abraham Henríquez Romo,Desempleado,3370.41,Alto,2026-02-03,0.0,3279.27,0.0,0.0,0,0
CLI-01025,Rufino Pascual Barela Baca,Jubilado,9372.85,Bajo,2025-04-24,3744.69,15322.97,0.3995252244514742,4.09191949133306,0,0
CLI-01026,Citlali Alma Zamudio Urbina,Jubilado,11920.42,Bajo,2026-06-08,2896.42,8804.71,0.2429796936685117,3.03985955075576,0,0
CLI-01027,Cornelio Dávila,Desempleado,2251.7,Alto,2024-05-27,556.56,4076.19,0.247173246880135,7.323900388098319,0,0
CLI-01028,Natividad Nieto,Empresario / Comerciante,213149.77,Alto,2023-09-06,13989.09,183146.83000000002,0.0656303311985746,13.09211892982317,4,1
CLI-01029,Darío Toro Aparicio,Profesionista Independiente,29905.78,Medio,2025-06-25,3146.5,24865.66,0.1052137747284973,7.902641029715557,0,0
CLI-01030,Dr. Benito Rincón,Estudiante,7879.39,Bajo,2026-05-16,0.0,4251.57,0.0,0.0,0,0
CLI-01031,Pamela Elisa Godoy Zarate,Jubilado,8999.81,Bajo,2025-08-06,790.63,12459.35,0.08784963238112806,15.758761999924111,0,0
CLI-01032,Marisol Solorzano Quintanilla,Desempleado,3488.4,Alto,2023-07-09,833.79,6162.42,0.23901788785689712,7.390853812110963,0,0
CLI-01033,Nayeli Victoria Galarza,Desempleado,106.59,Alto,2026-02-25,89.43,195.43,0.8390092879256966,2.1852845801185286,0,0
CLI-01034,Alvaro Renato Sanches Juárez,Empresario / Comerciante,103106.09,Alto,2023-10-28,0.0,54812.32,0.0,0.0,0,0
CLI-01035,Cecilia Olivia Cazares Zamora,Desempleado,3131.62,Alto,2025-04-01,486.26,3454.56,0.15527426699280245,7.104347468432525,0,0
CLI-01036,Ana Camacho Arroyo,Jubilado,12509.25,Bajo,2024-05-24,5591.85,17330.739999999998,0.44701720726662275,3.099285567388252,0,0
CLI-01037,Nayeli Orosco,Desempleado,205.42,Alto,2024-08-31,88.11,496.12,0.4289261026190245,5.6306889115877885,0,0
CLI-01038,Julia Mitzy Cavazos,Empresario / Comerciante,84102.41,Alto,2023-06-22,64488.86,166380.31,0.766789679392065,2.5799852873814175,1,0
CLI-01039,Enrique Nicolás Rico Mejía,Desempleado,2884.73,Alto,2026-04-25,591.33,1080.1,0.2049862552127929,1.8265604653915746,0,0
CLI-01040,Perla María Eugenia Guevara,Empresario / Comerciante,79555.14,Alto,2024-10-09,20525.89,89371.29,0.2580083449039245,4.354076242248205,4,1
CLI-01041,Joaquín Badillo Cervántez,Desempleado,968.79,Alto,2024-06-05,0.0,709.24,0.0,0.0,0,0
CLI-01042,Gregorio Bétancourt Sáenz,Jubilado,17326.67,Bajo,2024-04-02,0.0,18892.629999999997,0.0,0.0,0,0
CLI-01043,Lic. Alfredo Moreno,Estudiante,3144.71,Bajo,2025-08-31,560.17,3972.42,0.17813089283272543,7.091454379920382,0,0
CLI-01044,Dra. Ariadna Badillo,Empresario / Comerciante,112738.5,Alto,2024-01-02,10166.24,99267.93,0.09017540591723325,9.764468476054077,4,1
CLI-01045,Srita. Elsa Rodríguez,Empleado Sector Privado,25627.68,Medio,2024-03-31,9764.92,25397.05,0.38103019859776616,2.6008456802513487,0,0
CLI-01046,Citlali Irene Rivero,Empleado Sector Privado,25542.45,Medio,2023-09-29,22432.28,37216.03,0.8782352515126779,1.6590391168441194,0,0
CLI-01047,Lilia Zarate,Jubilado,16966.77,Bajo,2024-02-01,0.0,10503.11,0.0,0.0,0,0
CLI-01048,Dra. Mayte Valenzuela,Desempleado,2909.61,Alto,2024-04-26,0.0,2284.97,0.0,0.0,0,0
CLI-01049,José Eduardo Arce,Desempleado,552.33,Alto,2025-08-24,141.69,529.19,0.256531421432839,3.734843672806832,0,0
CLI-01050,Marisol Vaca,Empleado Sector Privado,30509.26,Medio,2023-11-28,6567.36,53137.17,0.21525792497097604,8.091100533547728,0,0
CLI-01051,Espartaco Juan Carlos Oquendo,Desempleado,1913.48,Alto,2023-11-17,1021.4300000000001,4293.49,0.5338075130129398,4.203410904320413,0,0
CLI-01052,Ruby Alba,Empresario / Comerciante,112750.52,Alto,2025-03-21,28053.31,85773.95999999999,0.24880869729026528,3.0575343872077836,4,1
CLI-01053,Jaime Mauro Gamboa Oquendo,Empleado Sector Privado,27168.9,Medio,2024-01-25,4864.7,29276.32,0.1790539918804221,6.0181141694246305,0,0
CLI-01054,Cristobal Gastélum,Jubilado,9450.25,Bajo,2023-08-17,0.0,9858.07,0.0,0.0,0,0
CLI-01055,Marisol Elena Toro Beltrán,Profesionista Independiente,45414.09,Medio,2024-09-19,1542.14,45790.66,0.03395730267852995,29.692933196726628,0,0
CLI-01056,Sandra Serrato,Desempleado,2722.98,Alto,2024-05-06,960.66,3907.2,0.3527973029548509,4.067203797389295,0,0
CLI-01057,Andrea Campos,Desempleado,1057.45,Alto,2024-10-28,342.65,568.5799999999999,0.3240342332970826,1.6593608638552457,0,0
CLI-01058,José Manuél Arturo Barragán Alonso,Empresario / Comerciante,88452.83,Alto,2024-05-07,10630.69,61175.66,0.12018484880585506,5.7546274042418695,0,0
CLI-01059,Iván David Sandoval Cortés,Empleado Sector Privado,21207.21,Medio,2026-04-11,0.0,15369.48,0.0,0.0,0,0
CLI-01060,Aldo Montes,Profesionista Independiente,25119.02,Medio,2023-10-28,0.0,15694.609999999999,0.0,0.0,0,0
CLI-01061,Sr. Iván Chavarría,Profesionista Independiente,49702.84,Medio,2024-02-26,11867.199999999999,46567.15,0.23876301635882374,3.924021673183228,0,0
CLI-01062,Omar Bétancourt,Desempleado,829.11,Alto,2024-03-02,112.39,1325.94,0.1355549927030189,11.797668831746597,0,0
CLI-01063,Ana María Gloria Magaña Salgado,Desempleado,1956.01,Alto,2026-03-24,138.81,1396.96,0.07096589485738826,10.063828254448527,0,0
CLI-01064,Reynaldo Orozco,Empresario / Comerciante,119760.63,Alto,2023-11-04,43090.46,76606.75,0.3598048874659393,1.7778123046261285,4,1
CLI-01065,Dr. Omar Quintero,Desempleado,1093.83,Alto,2026-01-15,166.85,2118.79,0.15253741440626056,12.698771351513335,0,0
CLI-01066,Jorge Luis Cano Jaimes,Estudiante,5440.86,Bajo,2024-05-23,0.0,4251.66,0.0,0.0,0,0
CLI-01067,Gabriel Barragán,Jubilado,9936.02,Bajo,2025-12-19,0.0,7028.5599999999995,0.0,0.0,0,0
CLI-01068,Rocío Angulo,Empresario / Comerciante,213675.49,Alto,2025-03-06,0.0,194408.40000000002,0.0,0.0,4,1
CLI-01069,Jonás Flores,Empleado Sector Privado,21584.94,Medio,2024-09-10,0.0,24655.09,0.0,0.0,0,0
CLI-01070,Mauricio Rosales,Profesionista Independiente,57989.12,Medio,2025-08-12,0.0,46724.46,0.0,0.0,0,0
CLI-01071,Armando Vera,Estudiante,4078.18,Bajo,2023-07-18,2003.2599999999998,6802.35,0.49121421810709676,3.3956401066262,0,0
CLI-01072,Nadia Esquivel Ceja,Empresario / Comerciante,181194.41,Alto,2025-10-04,0.0,231883.37,0.0,0.0,4,1
CLI-01073,Julia Villanueva,Desempleado,1916.32,Alto,2024-07-17,252.32,1652.93,0.1316690323119312,6.55092739378567,0,0
CLI-01074,Jorge Villalpando,Empleado Sector Privado,39322.41,Medio,2024-09-07,0.0,35099.64,0.0,0.0,0,0
CLI-01075,Ricardo Santillán,Profesionista Independiente,56986.08,Medio,2024-04-18,23171.7,59041.24,0.4066203536021428,2.547989141927437,0,0
CLI-01076,Ing. Paola Regalado,Desempleado,1086.49,Alto,2026-01-26,0.0,544.0600000000001,0.0,0.0,0,0
CLI-01077,Hermelinda Julia Fernández Villaseñor,Estudiante,5694.06,Bajo,2025-05-04,0.0,4300.11,0.0,0.0,0,0
CLI-01078,Mitzy Alcala Elizondo,Jubilado,8110.67,Bajo,2023-12-16,7134.42,12301.57,0.8796338650197826,1.7242564917680765,0,0
CLI-01079,Reynaldo Arellano,Estudiante,6019.0,Bajo,2024-08-08,2647.02,6613.8,0.43977737165642133,2.498583312555251,0,0
CLI-01080,Guillermo Rodolfo Díaz,Jubilado,7933.73,Bajo,2024-08-12,963.09,10520.75,0.12139182956818546,10.923953109262893,0,0
CLI-01081,María Teresa Frías,Empleado Sector Privado,13732.21,Medio,2025-09-04,4089.73,6137.76,0.29782023432499216,1.5007738897188811,0,0
CLI-01082,Sra. Francisca Sánchez,Empresario / Comerciante,116058.72,Alto,2024-12-08,8324.66,98944.1,0.07172800113597669,11.885662597631615,4,1
CLI-01083,Rosario Ulibarri Melgar,Empresario / Comerciante,70108.98,Alto,2025-11-21,4514.91,45885.729999999996,0.06439845509091703,10.163154968759066,0,0
CLI-01084,Virginia Fernández Bueno,Empleado Sector Privado,12170.99,Medio,2025-04-25,0.0,6139.67,0.0,0.0,0,0
CLI-01085,Manuel Ceballos Montañez,Jubilado,17712.84,Bajo,2023-06-28,3379.69,17991.03,0.19080452372403298,5.323278170483091,0,0
CLI-01086,Julio Crespo,Empleado Sector Privado,25427.95,Medio,2024-03-12,1223.05,10333.71,0.048098647354584224,8.449131270185193,0,0
CLI-01087,José Carlos Gabino Quesada Gallegos,Empresario / Comerciante,145489.7,Alto,2023-08-16,0.0,90783.5,0.0,0.0,4,1
CLI-01088,Sandra Escalante Padrón,Empleado Sector Privado,36945.06,Medio,2025-08-08,0.0,28856.61,0.0,0.0,0,0
CLI-01089,Elvira Mariana Leyva Olmos,Profesionista Independiente,29452.55,Medio,2023-11-20,0.0,19934.28,0.0,0.0,0,0
CLI-01090,Dr. Eduardo Iglesias,Desempleado,236.65,Alto,2025-08-04,0.0,344.06,0.0,0.0,0,0
CLI-01091,Inés Solís Elizondo,Estudiante,5913.79,Bajo,2025-03-20,1205.91,5784.73,0.20391491750637072,4.796983191117081,0,0
CLI-01092,Pablo Rodrigo Ornelas,Empleado Sector Privado,29660.03,Medio,2025-11-20,9842.68,41551.020000000004,0.3318499677849281,4.221514871965765,0,0
CLI-01093,Marisela Yolanda Rentería Balderas,Desempleado,3401.33,Alto,2023-08-28,1923.5,5713.639999999999,0.5655140783164233,2.970439303353262,0,0
CLI-01094,Iván Lozada Ramón,Estudiante,7479.38,Bajo,2023-06-22,0.0,7110.62,0.0,0.0,0,0
CLI-01095,Sr. Francisco Terán,Empleado Sector Privado,25790.2,Medio,2025-02-26,8068.17,31325.4,0.3128385976068429,3.8825904759071763,0,0
CLI-01096,Magdalena Nájera,Empleado Sector Privado,42819.45,Medio,2023-12-12,36542.08,76206.25,0.8533990978398837,2.0854382126031137,0,0
CLI-01097,Eric Lorenzo Serrato Contreras,Estudiante,7983.03,Bajo,2025-03-10,1835.42,7541.9,0.22991520763419404,4.109086748537119,0,0
CLI-01098,Ernesto Navarro,Empresario / Comerciante,207592.13,Alto,2024-09-03,96009.87,252346.06,0.46249282186179214,2.628334566019098,1,0
CLI-01099,Emilio Camilo del Río Espinal,Empleado Sector Privado,42908.09,Medio,2026-02-15,999.35,32372.730000000003,0.023290479720723997,32.393785960874574,0,0
CLI-01100,Ruby Susana Quiñónez,Profesionista Independiente,54453.44,Medio,2023-12-31,12506.96,23375.37,0.2296817244236544,1.868988946954336,0,0
CLI-01101,Socorro Corona,Estudiante,3790.35,Bajo,2024-01-11,1124.48,4425.09,0.29666917303151424,3.935232285145134,0,0
CLI-01102,Lourdes Alicia Garay,Jubilado,6394.91,Bajo,2024-06-17,1311.88,7068.110000000001,0.20514440390873367,5.387771747415922,0,0
CLI-01103,Felix Olivera,Profesionista Independiente,27805.27,Medio,2025-02-16,7070.02,28663.72,0.2542690648211652,4.054262929949279,0,0
CLI-01104,Itzel Cecilia Ybarra Mireles,Desempleado,2173.2,Alto,2025-04-03,1266.69,2521.9,0.5828685808945335,1.9909370090550964,0,0
CLI-01105,José Carlos de la O,Empresario / Comerciante,227851.99,Alto,2025-08-30,0.0,97505.22,0.0,0.0,4,1
CLI-01106,Lic. Leonardo Saiz,Empleado Sector Privado,40084.97,Medio,2026-04-09,0.0,23871.620000000003,0.0,0.0,0,0
CLI-01107,Manuel Jasso Dávila,Empresario / Comerciante,104567.42,Alto,2024-02-24,20672.49,141614.87,0.19769532422240121,6.850402152812747,4,1
CLI-01108,Jacinto Leal Barragán,Estudiante,3984.1,Bajo,2025-12-26,913.88,4584.72,0.22938179262568711,5.016763688886944,0,0
CLI-01109,Luis Bermúdez Chacón,Desempleado,1835.66,Alto,2025-12-28,232.92,2380.7799999999997,0.12688624255036335,10.221449424695173,0,0
CLI-01110,Srita. Abril Heredia,Profesionista Independiente,47336.92,Medio,2024-12-11,0.0,17451.1,0.0,0.0,0,0
CLI-01111,Noemí Ríos Peralta,Estudiante,6419.71,Bajo,2024-11-22,2719.77,6905.65,0.42365932417507957,2.5390566114046407,0,0
CLI-01112,Carmen Elsa Villanueva Jaimes,Profesionista Independiente,40550.16,Medio,2025-05-20,22920.69,42183.729999999996,0.5652428991648861,1.8404214707323383,0,0
CLI-01113,Raúl Rafaél Salas,Empleado Sector Privado,17791.33,Medio,2023-12-11,0.0,11359.539999999999,0.0,0.0,0,0
CLI-01114,Frida Ivonne Mojica,Desempleado,3588.17,Alto,2025-10-15,821.38,2516.9,0.22891334580022685,3.0642333633640946,0,0
CLI-01115,Indira Esmeralda Muñiz Ávalos,Empresario / Comerciante,153056.13,Alto,2024-09-21,14973.24,126106.24,0.09782842412126845,8.422107706815627,4,1
CLI-01116,Luis Miguel Augusto Tovar,Estudiante,4405.0,Bajo,2026-02-21,243.81,4379.18,0.055348467650397276,17.961445387801977,0,0
CLI-01117,Uriel Timoteo Benítez Garica,Estudiante,3108.69,Bajo,2025-12-17,0.0,3558.01,0.0,0.0,0,0
CLI-01118,Rosa Barragán Lira,Empleado Sector Privado,27755.99,Medio,2024-06-12,14236.66,26360.09,0.5129220755591856,1.8515642011539224,0,0
CLI-01119,Oswaldo Fonseca Yáñez,Empleado Sector Privado,12225.39,Medio,2024-05-05,9362.23,11400.19,0.7658021543688995,1.2176789076961365,0,0
CLI-01120,Ignacio Rivero,Empresario / Comerciante,97104.25,Alto,2025-08-21,31071.91,139762.81,0.3199850675948787,4.498043731460345,4,1
CLI-01121,Luz Escobar Ruiz,Profesionista Independiente,57931.57,Medio,2026-06-01,31299.79,82674.97,0.5402889995903788,2.641390565240214,4,1
CLI-01122,Hilda Mesa Sepúlveda,Profesionista Independiente,41210.73,Medio,2023-09-21,4740.61,23930.270000000004,0.11503339057570684,5.04793054058444,0,0
CLI-01123,Lic. Oswaldo Cruz,Jubilado,5148.66,Bajo,2026-04-15,1750.88,3779.8199999999997,0.34006518200852265,2.1588115690395684,0,0
CLI-01124,Lic. Iván Luevano,Desempleado,1438.21,Alto,2026-02-22,0.0,1113.1,0.0,0.0,0,0
CLI-01125,Ing. Olga Delgadillo,Empleado Sector Privado,14050.1,Medio,2024-02-17,0.0,9790.72,0.0,0.0,0,0
CLI-01126,Dra. Mitzy Meraz,Estudiante,4792.37,Bajo,2025-01-29,478.95,6702.63,0.0999401131381759,13.994425305355465,0,0
CLI-01127,Zeferino Orosco,Empleado Sector Privado,25378.75,Medio,2024-02-15,7159.64,21683.13,0.28211160912180466,3.0285223838070072,0,0
CLI-01128,Srita. María Luisa Esquibel,Jubilado,17000.38,Bajo,2025-12-13,3213.08,25106.2,0.1890004811657151,7.813748801772754,0,0
CLI-01129,Ing. Agustín Granados,Desempleado,3079.36,Alto,2023-12-04,476.56,3845.0099999999998,0.15475943053101943,8.068260030216551,0,0
CLI-01130,Paola Arias Robledo,Desempleado,469.66,Alto,2024-09-21,480.28999999999996,1052.74,1.0226333943703956,2.191884070041017,0,0
CLI-01131,Magdalena Prieto Aponte,Profesionista Independiente,31539.48,Medio,2024-06-16,4493.27,23482.22,0.1424649360103591,5.226087014579582,0,0
CLI-01132,Ing. Reina Gallardo,Empleado Sector Privado,19231.24,Medio,2025-06-25,3193.02,6006.110000000001,0.16603297551275945,1.8810123331516873,0,0
CLI-01133,Trinidad Alejandra Valencia Escalante,Empleado Sector Privado,27780.0,Medio,2023-12-30,4401.88,51341.28,0.158455003599712,11.663489236417167,0,0
CLI-01134,Fabiola Aguilar Partida,Empresario / Comerciante,199546.97,Alto,2026-01-10,0.0,205886.03,0.0,0.0,4,1
CLI-01135,Julio César Apodaca,Jubilado,9857.12,Bajo,2023-08-02,1313.28,13017.77,0.13323161329069746,9.912410148635479,0,0
CLI-01136,Espartaco Uriel Espinosa Marín,Desempleado,2196.94,Alto,2024-10-16,0.0,2975.48,0.0,0.0,0,0
CLI-01137,Sra. Luz Heredia,Empresario / Comerciante,201470.1,Alto,2025-05-11,34701.28,209274.27000000002,0.17224034732697308,6.030736330187245,4,1
CLI-01138,Luis Cintrón Polanco,Desempleado,3302.41,Alto,2025-02-07,812.52,2955.83,0.2460384991566765,3.637855068182937,0,0
CLI-01139,Mayte Quezada Orozco,Empleado Sector Privado,34451.28,Medio,2023-07-08,27533.829999999998,49547.81,0.7992106534212952,1.799524802760822,0,0
CLI-01140,Helena Sonia Marroquín,Jubilado,16350.76,Bajo,2023-07-25,6225.91,12594.22,0.38077190295741603,2.02287215844752,0,0
CLI-01141,René Lucas Sotelo,Estudiante,5153.04,Bajo,2025-03-20,1378.1299999999999,3454.89,0.2674401906447456,2.506940564387975,0,0
CLI-01142,Julio Jacobo Tórrez Cisneros,Jubilado,14148.96,Bajo,2025-10-18,0.0,7210.91,0.0,0.0,0,0
CLI-01143,Frida Gaytán Romo,Estudiante,7503.47,Bajo,2025-08-11,2511.66,9705.05,0.3347331301384559,3.8639983118734222,0,0
CLI-01144,Srita. Sonia Olivares,Estudiante,2370.55,Bajo,2024-08-27,170.62,4607.68,0.07197485815528042,27.005509318954402,0,0
CLI-01145,Lic. Federico Arevalo,Jubilado,16737.55,Bajo,2023-10-16,0.0,23393.7,0.0,0.0,0,0
CLI-01146,Noelia Barrios,Empleado Sector Privado,30899.16,Medio,2024-04-11,2839.99,10391.5,0.09191156005535425,3.6589917570132293,0,0
CLI-01147,Jaime Escobedo,Empleado Sector Privado,17429.73,Medio,2023-07-16,8923.59,24964.03,0.5119752285319394,2.7975321591422286,0,0
CLI-01148,Helena Gracia,Jubilado,10743.93,Bajo,2025-05-31,0.0,8550.74,0.0,0.0,0,0
CLI-01149,Nadia Luz Rocha,Desempleado,821.61,Alto,2025-01-02,0.0,1828.6,0.0,0.0,0,0
CLI-01150,Ing. Emilio Velázquez,Jubilado,11354.76,Bajo,2026-03-19,2480.2599999999998,19388.49,0.2184335027776897,7.817119979357004,0,0
CLI-01151,Yeni Portillo,Jubilado,10791.27,Bajo,2025-04-19,989.21,16182.64,0.09166761650852957,16.35915528553088,0,0
CLI-01152,Octavio Blanco,Estudiante,4720.59,Bajo,2025-11-22,2326.0299999999997,5149.1900000000005,0.4927413734300161,2.213724672510673,0,0
CLI-01153,Ing. Alonso Trejo,Jubilado,10400.52,Bajo,2026-04-24,0.0,4929.84,0.0,0.0,0,0
CLI-01154,Humberto Gabino Cadena,Jubilado,5750.58,Bajo,2023-08-13,2112.0099999999998,8168.53,0.3672690406880697,3.8676568766246375,0,0
CLI-01155,Rufino Gonzalo Pelayo Elizondo,Empresario / Comerciante,184553.54,Alto,2024-06-29,0.0,119616.27,0.0,0.0,4,1
CLI-01156,Lic. Evelio de la Rosa,Profesionista Independiente,47547.6,Medio,2026-04-24,12001.06,62904.42,0.25240096240399096,5.241571994473822,0,0
CLI-01157,Sessa Fabiola Llamas Osorio,Empresario / Comerciante,100891.44,Alto,2023-08-23,0.0,163580.92,0.0,0.0,4,1
CLI-01158,Emiliano Jorge Luis Martínez Chavarría,Estudiante,6474.83,Bajo,2023-06-28,2751.6800000000003,7543.879999999999,0.42498104197330283,2.741554250494243,0,0
CLI-01159,Jonás Terrazas Acuña,Jubilado,5949.38,Bajo,2025-04-23,640.71,1863.79,0.10769357479266747,2.9089447644019915,0,0
CLI-01160,Sra. Elvia Rentería,Empresario / Comerciante,118905.77,Alto,2023-12-15,0.0,170470.57,0.0,0.0,4,1
CLI-01161,Salma Zaragoza,Estudiante,5246.98,Bajo,2024-12-18,1363.15,9206.949999999999,0.25979706421598714,6.75417232146132,0,0
CLI-01162,Abelardo David Regalado,Estudiante,7607.5,Bajo,2024-12-03,2585.33,11357.4,0.3398396319421623,4.393017525809085,0,0
CLI-01163,Micaela María Quiroz,Estudiante,7916.82,Bajo,2026-04-24,0.0,7101.85,0.0,0.0,0,0
CLI-01164,Ing. Juan Montaño,Empresario / Comerciante,56346.97,Alto,2025-03-17,30921.47,58766.83,0.5487689932573127,1.9005186364037674,0,0
CLI-01165,Srita. Elvira Moya,Empresario / Comerciante,85996.27,Alto,2024-02-13,22978.72,85480.77,0.2672060078884817,3.7199970233328923,4,1
CLI-01166,Tania Ruby Vergara Venegas,Empleado Sector Privado,37272.31,Medio,2025-08-04,0.0,32700.649999999998,0.0,0.0,0,0
CLI-01167,Yuridia Amanda Noriega Mejía,Desempleado,2583.52,Alto,2024-07-17,600.57,3824.48,0.2324619124295535,6.368083653862164,0,0
CLI-01168,Arturo Pedro Téllez Granados,Empresario / Comerciante,124892.18,Alto,2024-06-01,0.0,71140.88,0.0,0.0,4,1
CLI-01169,Dra. Guadalupe Alonso,Empresario / Comerciante,139707.43,Alto,2024-09-28,57699.03,172629.82,0.4129990079983577,2.9919015969592557,1,0
CLI-01170,Gonzalo Loera,Empresario / Comerciante,125129.11,Alto,2024-06-25,0.0,118693.88,0.0,0.0,4,1
CLI-01171,Gonzalo Sisneros,Desempleado,3856.58,Alto,2024-12-19,3634.44,7068.17,0.9423997427772793,1.944775536258681,0,0
CLI-01172,Sandra Velázquez,Jubilado,6728.87,Bajo,2023-08-21,1807.81,12925.77,0.2686647237946342,7.149960449383508,0,0
CLI-01173,Homero Patricio Gamez Muñiz,Profesionista Independiente,20338.49,Medio,2026-04-02,462.2,10956.75,0.022725384234522816,23.705646906101254,0,0
CLI-01174,Augusto Alcala,Jubilado,10109.76,Bajo,2023-06-28,4389.32,11655.15,0.4341665875352135,2.6553429688425543,0,0
CLI-01175,Carlota Serna Pacheco,Empleado Sector Privado,36019.32,Medio,2025-11-09,1026.55,26120.989999999998,0.02849998278701541,25.4454142516195,0,0
CLI-01176,Norma Rosa Bravo Duarte,Empleado Sector Privado,39549.11,Medio,2025-12-04,23009.89,52264.26,0.5818055071277204,2.271382435987308,0,0
CLI-01177,Armando Felix Fuentes Longoria,Estudiante,7870.94,Bajo,2024-06-18,6339.97,13691.75,0.8054908308283383,2.15959223781816,0,0
CLI-01178,Sessa Marisol Sevilla Alcántar,Empresario / Comerciante,184699.97,Alto,2025-03-23,13458.58,98202.54000000001,0.07286725601525544,7.296649423639047,4,1
CLI-01179,Claudia Montenegro Serrato,Jubilado,10513.66,Bajo,2024-05-11,3179.2,12958.29,0.3023875605640662,4.075959360845496,0,0
CLI-01180,Sr. Esteban Rivero,Empresario / Comerciante,214672.09,Alto,2026-03-02,66320.02,241870.65,0.30893638758536335,3.647023176410381,1,0
CLI-01181,Verónica Zedillo,Empleado Sector Privado,27200.63,Medio,2023-06-30,9878.96,34395.17,0.3631886467335499,3.4816590005425674,0,0
CLI-01182,Amelia Citlali Heredia Magaña,Empleado Sector Privado,21096.44,Medio,2026-06-04,5791.41,8683.4,0.27452072482371437,1.4993585327234646,0,0
CLI-01183,Rodolfo Juan Carlos Tovar,Desempleado,3061.96,Alto,2024-04-14,0.0,1828.34,0.0,0.0,0,0
CLI-01184,Ing. Frida Márquez,Estudiante,6856.87,Bajo,2024-04-12,1978.6299999999999,9779.59,0.2885616906839418,4.942606753157488,0,0
CLI-01185,Renato Ramos,Empresario / Comerciante,172984.64,Alto,2024-03-09,11901.69,276004.31,0.06880200461728857,23.190346076901683,4,1
CLI-01186,Judith Alarcón,Estudiante,3444.0,Bajo,2025-08-17,821.88,6270.1,0.2386411149825784,7.628972599406239,0,0
CLI-01187,Ruby Arias Bonilla,Estudiante,2605.38,Bajo,2025-02-26,1194.77,2792.85,0.4585780193292341,2.337562878210869,0,0
CLI-01188,Luis Miguel Serafín Ornelas González,Estudiante,4678.65,Bajo,2025-09-17,0.0,5562.639999999999,0.0,0.0,0,0
CLI-01189,Rafaél Miguel Sosa,Desempleado,2813.15,Alto,2024-11-22,1495.79,3647.08,0.5317135595329079,2.4382299654363244,0,0
CLI-01190,Daniela Eloisa Carrera Riojas,Estudiante,3468.4,Bajo,2023-08-31,596.96,1942.3600000000001,0.17211394302848576,3.25375234521576,0,0
CLI-01191,Amelia Castro Cordero,Estudiante,4413.59,Bajo,2026-06-07,1834.18,5355.49,0.4155755292177117,2.9198279340086577,0,0
CLI-01192,Santiago Leonardo Espinoza,Empleado Sector Privado,29812.07,Medio,2024-06-05,6272.58,36250.68,0.2104040410478038,5.779229599303636,0,0
